emp_no,first_name,last_name,title,from_date,to_date
25504,Pramod,Servi,Staff,1985-09-19,1991-09-19
25512,Kauko,Cairo,Senior Staff,2000-05-21,9999-01-01
25512,Kauko,Cairo,Staff,1995-05-22,2000-05-21
25514,Sushant,Homond,Senior Staff,1991-11-22,9999-01-01
25514,Sushant,Homond,Staff,1986-11-22,1991-11-22
25520,Sajjad,Rubsam,Senior Engineer,1996-02-02,9999-01-01
25521,Chanjung,Raney,Engineer,1987-09-03,1992-09-02
25521,Chanjung,Raney,Senior Engineer,1992-09-02,9999-01-01
25522,Mohammad,Daescu,Engineer,1995-03-05,2000-10-10
25531,Zhiwei,Domenig,Senior Staff,1993-10-06,1997-10-17
25531,Zhiwei,Domenig,Staff,1987-10-07,1993-10-06
25536,Sailaja,Cannata,Engineer,1999-10-02,9999-01-01
25537,Akeel,Ibel,Senior Staff,1995-07-05,9999-01-01
25537,Akeel,Ibel,Staff,1987-07-05,1995-07-05
25538,Leon,Fritzsche,Technique Leader,1995-06-12,9999-01-01
25540,Sailaja,Verhoeff,Staff,1994-01-18,1997-04-06
25541,Mohua,Danley,Senior Engineer,1987-05-20,9999-01-01
25545,Lihong,Chorvat,Engineer,1995-12-06,2000-09-13
25546,Charmane,Engelmann,Engineer,1990-04-16,1999-04-16
25546,Charmane,Engelmann,Senior Engineer,1999-04-16,9999-01-01
25547,Krassimir,Ranum,Technique Leader,1996-08-15,9999-01-01
25548,Henk,Gluchowski,Senior Staff,1990-03-12,9999-01-01
25550,Shaz,Haddadi,Engineer,1985-06-11,1991-06-11
25550,Shaz,Haddadi,Senior Engineer,1991-06-11,9999-01-01
25555,Felicidad,Birke,Engineer,1998-10-19,9999-01-01
25562,Bernardo,Menhardt,Staff,1997-12-18,9999-01-01
25563,Eric,Rosca,Staff,1995-12-02,1999-07-05
25564,Flemming,Sgarro,Senior Staff,1998-08-21,9999-01-01
25564,Flemming,Sgarro,Staff,1990-08-21,1998-08-21
25573,Trygve,Bahi,Senior Staff,1997-12-31,9999-01-01
25573,Trygve,Bahi,Staff,1988-12-31,1997-12-31
25576,Izaskun,Piazza,Senior Engineer,1995-01-17,9999-01-01
25580,Sungwon,Henders,Staff,1989-12-10,1993-06-25
25581,Michaela,Pileggi,Senior Staff,1995-02-18,9999-01-01
25581,Michaela,Pileggi,Staff,1990-02-18,1995-02-18
25583,Fun,Fandrianto,Engineer,1999-06-22,9999-01-01
25592,Danai,Naudin,Technique Leader,1993-12-28,9999-01-01
25593,Arto,Osgood,Engineer,1990-05-01,1997-05-01
25593,Arto,Osgood,Senior Engineer,1997-05-01,9999-01-01
25598,Masoud,Pappas,Technique Leader,1999-01-25,2000-04-21
25599,Masoud,Pillow,Senior Staff,1986-05-13,9999-01-01
25600,Jinpo,McClurg,Senior Staff,1994-10-09,9999-01-01
25600,Jinpo,McClurg,Staff,1986-10-09,1994-10-09
25603,Kwangsub,Desikan,Senior Staff,1994-09-10,9999-01-01
25603,Kwangsub,Desikan,Staff,1985-09-10,1994-09-10
25611,Stafford,Benaini,Engineer,1999-03-01,9999-01-01
25613,Volkmar,Nannarelli,Engineer,1999-08-14,9999-01-01
25614,Danel,Kisuki,Staff,1989-01-05,1994-01-18
25615,Aria,Strehl,Senior Staff,1994-09-30,9999-01-01
25615,Aria,Strehl,Staff,1985-09-30,1994-09-30
25621,Shir,Champarnaud,Senior Engineer,1995-09-23,1999-12-17
25623,Berthier,Falby,Staff,1996-02-06,9999-01-01
25628,Kagan,Osgood,Staff,1999-01-16,9999-01-01
25632,Arunachalam,Ramamoorthy,Engineer,1990-05-20,1998-05-20
25632,Arunachalam,Ramamoorthy,Senior Engineer,1998-05-20,9999-01-01
25633,Haldon,Azumi,Senior Staff,1993-01-09,9999-01-01
25633,Haldon,Azumi,Staff,1988-01-10,1993-01-09
25636,Atreyi,Billingsley,Senior Staff,1999-12-12,9999-01-01
25636,Atreyi,Billingsley,Staff,1993-12-12,1999-12-12
25643,Adin,Peak,Staff,1999-06-11,9999-01-01
25644,Kwangho,Straney,Senior Staff,1993-12-13,9999-01-01
25644,Kwangho,Straney,Staff,1985-12-13,1993-12-13
25645,Adam,Bratten,Staff,1992-01-06,1994-01-29
25649,Jiafu,Denos,Engineer,1991-04-12,1999-04-12
25649,Jiafu,Denos,Senior Engineer,1999-04-12,9999-01-01
25651,Jamaludin,Cappelletti,Senior Staff,1997-08-07,9999-01-01
25656,Eben,Narwekar,Assistant Engineer,1998-05-20,9999-01-01
25659,Yishay,Rissland,Senior Staff,1999-06-15,9999-01-01
25659,Yishay,Rissland,Staff,1992-06-14,1999-06-15
25670,Youssef,Chvatal,Engineer,1988-05-08,1997-05-08
25670,Youssef,Chvatal,Senior Engineer,1997-05-08,9999-01-01
25671,Arunas,Petersohn,Senior Engineer,1997-08-25,9999-01-01
25673,Ottavia,Azulay,Engineer,1995-06-26,9999-01-01
25680,Nectarios,Ponthieu,Senior Engineer,1988-09-04,2001-09-12
25685,Shalesh,Sommer,Senior Staff,1995-06-20,9999-01-01
25685,Shalesh,Sommer,Staff,1986-06-20,1995-06-20
25689,Khoa,Soloway,Staff,1998-10-29,2001-09-21
25690,Ennio,Hedayat,Technique Leader,1997-10-17,9999-01-01
25692,Lein,Unno,Senior Staff,1995-12-01,9999-01-01
25692,Lein,Unno,Staff,1987-12-01,1995-12-01
25697,Hitofumi,Cooke,Technique Leader,1987-11-10,1988-04-05
25704,Abdelkader,Szmurlo,Senior Staff,2001-05-11,9999-01-01
25704,Abdelkader,Szmurlo,Staff,1992-05-11,2001-05-11
25705,Cathie,Iacovou,Engineer,1995-08-21,2000-08-20
25705,Cathie,Iacovou,Senior Engineer,2000-08-20,9999-01-01
25717,Froduald,Speek,Senior Staff,1998-11-03,9999-01-01
25717,Froduald,Speek,Staff,1993-11-03,1998-11-03
25720,Moie,Majewski,Senior Engineer,1998-10-03,9999-01-01
25721,Shrikanth,Feldhoffer,Staff,1994-08-20,1997-08-12
25724,Mabry,Mitsuhashi,Engineer,1996-12-25,2001-04-19
25726,Bojan,Lyonns,Senior Staff,1995-09-30,9999-01-01
25726,Bojan,Lyonns,Staff,1989-09-30,1995-09-30
25730,Shao,Monarch,Senior Staff,1996-07-14,9999-01-01
25730,Shao,Monarch,Staff,1991-07-15,1996-07-14
25732,Shounak,Ducloy,Senior Engineer,1987-05-14,9999-01-01
25733,Conal,Langford,Staff,1996-01-19,2001-07-12
25738,Yuchang,McClure,Senior Staff,2001-07-03,9999-01-01
25738,Yuchang,McClure,Staff,1995-07-04,2001-07-03
25739,Kshitij,Capobianchi,Engineer,1997-10-30,9999-01-01
25740,Sergi,Krone,Assistant Engineer,1997-07-02,2002-03-27
25741,Toshimori,Naumovich,Senior Staff,1996-08-28,9999-01-01
25741,Toshimori,Naumovich,Staff,1989-08-28,1996-08-28
25746,Arup,Azumi,Assistant Engineer,1993-03-03,2001-03-03
25746,Arup,Azumi,Engineer,2001-03-03,9999-01-01
25749,Mara,Rebaine,Senior Staff,1989-12-05,9999-01-01
25752,Lijie,Sichman,Engineer,1996-11-10,9999-01-01
25755,Aria,Setiz,Engineer,1987-06-25,1993-06-24
25755,Aria,Setiz,Senior Engineer,1993-06-24,9999-01-01
25761,Hugo,Lundstrom,Senior Staff,1990-07-29,9999-01-01
25761,Hugo,Lundstrom,Staff,1985-07-29,1990-07-29
25765,Demin,Suermann,Engineer,1986-10-10,1991-10-10
25765,Demin,Suermann,Senior Engineer,1991-10-10,9999-01-01
25771,Sibyl,Passino,Senior Engineer,1991-04-25,9999-01-01
25772,Greger,Marrevee,Senior Staff,1999-12-28,9999-01-01
25772,Greger,Marrevee,Staff,1993-12-28,1999-12-28
25774,Tzvetan,Sigstam,Engineer,1992-02-28,2000-02-28
25774,Tzvetan,Sigstam,Senior Engineer,2000-02-28,2002-03-05
25777,Leucio,Famili,Assistant Engineer,1992-01-26,1999-01-26
25777,Leucio,Famili,Engineer,1999-01-26,9999-01-01
25780,Zvonko,Bernick,Senior Staff,1998-06-28,9999-01-01
25787,Guadalupe,Tempesti,Engineer,1998-09-26,2001-03-22
25790,Suebskul,Plump,Engineer,1986-10-02,1991-10-02
25790,Suebskul,Plump,Senior Engineer,1991-10-02,9999-01-01
25794,Ymte,Prenel,Engineer,1986-02-12,1994-02-12
25794,Ymte,Prenel,Senior Engineer,1994-02-12,9999-01-01
25795,Claudi,Erie,Senior Staff,1988-01-02,9999-01-01
25797,Morrie,Nooteboom,Engineer,1999-12-20,9999-01-01
25801,Genta,Trogemann,Senior Staff,1995-05-27,9999-01-01
25801,Genta,Trogemann,Staff,1987-05-27,1995-05-27
25802,Jovan,Wissmann,Staff,1998-07-02,9999-01-01
25804,Krisda,Vesna,Senior Staff,1997-12-06,9999-01-01
25804,Krisda,Vesna,Staff,1990-12-06,1997-12-06
25806,Olivera,Rabehasaina,Senior Engineer,1996-11-14,2000-10-20
25811,Fen,Ranze,Senior Engineer,1988-03-22,9999-01-01
25816,Jenwei,Ertl,Staff,1995-12-17,9999-01-01
25820,Cordelia,Pelz,Senior Staff,1996-08-20,9999-01-01
25820,Cordelia,Pelz,Staff,1989-08-20,1996-08-20
25822,Erzsebet,Chorvat,Engineer,1995-03-27,9999-01-01
25828,Selwyn,Perly,Senior Staff,1994-04-09,9999-01-01
25828,Selwyn,Perly,Staff,1988-04-09,1994-04-09
25830,Janalee,Janocha,Senior Staff,1987-08-04,1999-12-17
25835,Maria,Poehlman,Senior Staff,1992-08-26,9999-01-01
25835,Maria,Poehlman,Staff,1985-08-26,1992-08-26
25839,Ewing,Simkin,Senior Staff,1996-01-15,9999-01-01
25839,Ewing,Simkin,Staff,1990-01-15,1996-01-15
25841,Shahab,Ernst,Senior Staff,1988-03-22,9999-01-01
25850,Alagu,Birsak,Technique Leader,1986-10-27,1999-10-11
25854,Ebru,Tsunoo,Senior Staff,1998-03-27,1999-10-10
25858,Tzu,Hitomi,Engineer,1997-07-08,9999-01-01
25859,Subhrajyoti,Vasanthakumar,Senior Engineer,1985-10-04,9999-01-01
25862,Khaled,Tasistro,Engineer,1987-09-06,1993-09-05
25862,Khaled,Tasistro,Senior Engineer,1993-09-05,9999-01-01
25864,Tran,Slobodova,Assistant Engineer,1996-10-24,9999-01-01
25865,Sreekrishna,Schaap,Technique Leader,1991-07-07,9999-01-01
25866,Tadanori,Nannarelli,Technique Leader,1997-08-20,9999-01-01
25867,Mamdouh,Ernst,Senior Staff,1999-12-18,9999-01-01
25873,Yakichi,Codenie,Engineer,1986-10-16,1992-10-15
25873,Yakichi,Codenie,Senior Engineer,1992-10-15,9999-01-01
25874,Eirik,Demos,Assistant Engineer,1987-03-08,1995-03-08
25874,Eirik,Demos,Engineer,1995-03-08,1995-03-13
25876,Fun,Crelier,Engineer,1995-03-09,2000-03-08
25876,Fun,Crelier,Senior Engineer,2000-03-08,9999-01-01
25880,Zhanqiu,Pintelas,Engineer,1986-11-21,1992-11-20
25880,Zhanqiu,Pintelas,Senior Engineer,1992-11-20,9999-01-01
25882,Aleksander,Pellegrinelli,Senior Staff,1985-06-07,9999-01-01
25885,Takanari,Zockler,Staff,1994-11-21,9999-01-01
25906,Bokyung,Gulak,Senior Engineer,1993-11-12,9999-01-01
25908,Sachio,Nations,Staff,1990-07-29,1994-05-04
25909,Mabry,Fendler,Engineer,1995-09-24,2000-09-23
25909,Mabry,Fendler,Senior Engineer,2000-09-23,9999-01-01
25916,Randy,Krogh,Senior Staff,2000-10-24,9999-01-01
25916,Randy,Krogh,Staff,1994-10-25,2000-10-24
25917,Golgen,Docker,Engineer,1997-01-13,2002-01-13
25917,Golgen,Docker,Senior Engineer,2002-01-13,9999-01-01
25918,Yoshimitsu,Iisaka,Engineer,1988-05-11,1996-05-11
25918,Yoshimitsu,Iisaka,Senior Engineer,1996-05-11,9999-01-01
25920,Dzung,Peir,Engineer,1995-09-14,2000-09-13
25920,Dzung,Peir,Senior Engineer,2000-09-13,9999-01-01
25935,Berhard,Parascandalo,Senior Staff,1992-07-24,9999-01-01
25936,Siddarth,Ecklund,Senior Staff,1989-01-12,9999-01-01
25937,Angus,Bodoff,Senior Engineer,1987-06-06,9999-01-01
25938,Jeong,Kaminger,Staff,1996-01-16,9999-01-01
25939,Shen,Setiz,Senior Staff,1991-09-17,9999-01-01
25939,Shen,Setiz,Staff,1986-09-17,1991-09-17
25952,Zito,Kalloufi,Engineer,1995-11-10,9999-01-01
25957,Haldon,Kossowski,Engineer,1996-10-11,9999-01-01
25963,Jiakeng,Fandrianto,Senior Staff,1999-07-08,9999-01-01
25963,Jiakeng,Fandrianto,Staff,1992-07-07,1999-07-08
25972,Demos,Escriba,Technique Leader,1991-08-25,9999-01-01
25979,Monique,Yemenis,Engineer,1986-06-23,1991-06-23
25979,Monique,Yemenis,Senior Engineer,1991-06-23,9999-01-01
25980,Otilia,Vanwelkenhuysen,Senior Staff,1994-12-31,9999-01-01
25980,Otilia,Vanwelkenhuysen,Staff,1986-12-31,1994-12-31
25985,Rafols,Trachtenberg,Senior Staff,1995-12-23,9999-01-01
25990,Suzette,Kroll,Senior Staff,1995-02-28,9999-01-01
25990,Suzette,Kroll,Staff,1989-02-28,1995-02-28
25992,Divier,Bugrara,Senior Staff,1998-03-29,9999-01-01
25992,Divier,Bugrara,Staff,1992-03-29,1998-03-29
25993,Kazuhiro,Luft,Senior Staff,1991-12-20,9999-01-01
25993,Kazuhiro,Luft,Staff,1985-12-20,1991-12-20
26002,Vasiliy,Rusterholz,Senior Staff,1996-03-11,9999-01-01
26002,Vasiliy,Rusterholz,Staff,1989-03-11,1996-03-11
26005,Ohad,Vidya,Engineer,1987-01-13,1996-01-13
26005,Ohad,Vidya,Senior Engineer,1996-01-13,9999-01-01
26006,Subhash,Riexinger,Senior Staff,1994-09-12,1997-07-18
26008,Sariel,Uehara,Staff,1993-09-01,9999-01-01
26011,Yahiko,Perly,Engineer,1990-03-05,1996-03-04
26011,Yahiko,Perly,Senior Engineer,1996-03-04,9999-01-01
26012,Eric,Marwedel,Engineer,1985-05-04,1991-05-04
26012,Eric,Marwedel,Senior Engineer,1991-05-04,9999-01-01
26013,Martijn,Malabarba,Engineer,1999-06-16,9999-01-01
26017,Filipe,Pauthner,Staff,1999-12-01,2000-01-25
26019,Mingzeng,Bahi,Assistant Engineer,1991-04-27,1996-04-26
26019,Mingzeng,Bahi,Engineer,1996-04-26,2001-04-26
26019,Mingzeng,Bahi,Senior Engineer,2001-04-26,9999-01-01
26020,Deborah,Moffat,Senior Staff,2001-07-03,9999-01-01
26020,Deborah,Moffat,Staff,1993-07-03,2001-07-03
26022,Thanasis,Wrigley,Assistant Engineer,1992-07-20,1999-07-21
26022,Thanasis,Wrigley,Engineer,1999-07-21,9999-01-01
26027,Conal,Hellwagner,Engineer,1988-02-27,1996-02-27
26027,Conal,Hellwagner,Senior Engineer,1996-02-27,9999-01-01
26037,Radhika,Gadepally,Engineer,1999-12-12,9999-01-01
26039,Kousuke,Bahi,Engineer,1999-02-16,9999-01-01
26041,Shin,Nollmann,Engineer,1997-01-16,2002-01-16
26041,Shin,Nollmann,Senior Engineer,2002-01-16,9999-01-01
26043,Ortrun,Zielinski,Senior Staff,2001-10-03,9999-01-01
26043,Ortrun,Zielinski,Staff,1993-10-03,2001-10-03
26053,Heekeun,Szmurlo,Senior Staff,1994-08-02,9999-01-01
26053,Heekeun,Szmurlo,Staff,1988-08-02,1994-08-02
26056,Zissis,Spell,Engineer,1999-02-01,9999-01-01
26064,Changho,Wallrath,Senior Staff,2001-04-03,9999-01-01
26064,Changho,Wallrath,Staff,1992-04-03,2001-04-03
26066,Brigham,Eiter,Staff,1997-05-08,2000-12-20
26074,Lijie,Etalle,Senior Engineer,1995-10-04,9999-01-01
26079,Wojceich,Mayerwieser,Engineer,1986-07-13,1991-06-09
26084,Bodo,Kalorkoti,Senior Staff,1998-07-06,9999-01-01
26084,Bodo,Kalorkoti,Staff,1991-07-06,1998-07-06
26086,Turgut,Beutelspacher,Senior Staff,1985-11-12,9999-01-01
26087,Toney,Peng,Staff,1988-05-17,1990-11-22
26088,Theron,Woycyznski,Senior Staff,1994-06-06,9999-01-01
26088,Theron,Woycyznski,Staff,1985-06-06,1994-06-06
26089,Theron,Heemskerk,Senior Staff,2001-03-26,9999-01-01
26089,Theron,Heemskerk,Staff,1995-03-27,2001-03-26
26093,Abdelwaheb,Maierhofer,Technique Leader,1993-04-05,1997-06-08
26102,Mechthild,Eldridge,Engineer,1991-01-05,1997-01-04
26102,Mechthild,Eldridge,Senior Engineer,1997-01-04,9999-01-01
26104,Khedija,Pileggi,Engineer,1999-04-04,2002-04-12
26106,Fumiya,Halevi,Staff,1997-04-29,9999-01-01
26110,Lorien,Veevers,Senior Staff,1998-06-29,9999-01-01
26110,Lorien,Veevers,Staff,1990-06-29,1998-06-29
26111,Tru,Spataro,Staff,1996-05-06,9999-01-01
26112,Zhiguo,Sadowski,Engineer,1993-12-29,2000-12-29
26112,Zhiguo,Sadowski,Senior Engineer,2000-12-29,9999-01-01
26113,Larisa,Brandsma,Staff,1997-11-18,9999-01-01
26114,Somnath,Taneja,Engineer,1996-04-08,9999-01-01
26119,Akeno,Vesna,Senior Engineer,1995-12-16,9999-01-01
26120,Xianlong,Marletta,Engineer,1991-06-09,2000-06-08
26120,Xianlong,Marletta,Senior Engineer,2000-06-08,9999-01-01
26121,Ipke,Krichel,Engineer,1990-09-25,1996-09-24
26121,Ipke,Krichel,Senior Engineer,1996-09-24,9999-01-01
26122,Jovan,Rebaine,Technique Leader,1997-08-27,1998-06-07
26126,Gal,Candan,Engineer,1992-07-05,1999-07-06
26126,Gal,Candan,Senior Engineer,1999-07-06,9999-01-01
26131,Manu,Rahimi,Engineer,1989-05-10,1996-05-10
26131,Manu,Rahimi,Senior Engineer,1996-05-10,9999-01-01
26134,Vishwani,McFarlin,Engineer,1998-05-14,9999-01-01
26137,Lokesh,Gelosh,Senior Engineer,1996-09-14,9999-01-01
26140,Phule,Stemann,Engineer,1995-04-21,2000-04-20
26140,Phule,Stemann,Senior Engineer,2000-04-20,9999-01-01
26143,Rosine,Miyakawa,Staff,1995-02-12,1999-04-29
26144,Kamakshi,Khasidashvili,Senior Engineer,1985-11-03,9999-01-01
26148,Charmane,Alameldin,Senior Engineer,1988-06-01,1989-11-13
26153,Reuven,Bernini,Engineer,1988-05-14,1993-05-14
26153,Reuven,Bernini,Senior Engineer,1993-05-14,9999-01-01
26162,Yechiam,Grospietsch,Senior Engineer,1985-07-26,9999-01-01
26168,Frazer,Koblitz,Staff,1999-09-10,9999-01-01
26169,Boalin,Luca,Senior Engineer,1985-05-20,1992-10-01
26172,Sedat,Bahr,Senior Staff,2001-05-01,9999-01-01
26172,Sedat,Bahr,Staff,1994-05-01,2001-05-01
26178,Zissis,Gladwell,Engineer,1989-08-19,1994-08-19
26178,Zissis,Gladwell,Senior Engineer,1994-08-19,1995-06-04
26179,Jianwen,Makrucki,Engineer,1995-12-30,1999-11-10
26180,Serenella,Feinberg,Engineer,1991-02-02,1999-02-02
26180,Serenella,Feinberg,Senior Engineer,1999-02-02,9999-01-01
26185,Pramod,Dulin,Senior Staff,1990-01-23,9999-01-01
26188,Karlis,Hartvigsen,Senior Staff,1987-04-24,9999-01-01
26190,Akeel,Heuter,Staff,1997-09-18,9999-01-01
26191,Maya,Butterworth,Engineer,1997-09-07,9999-01-01
26192,Geoffry,Tetzlaff,Senior Engineer,1985-05-09,9999-01-01
26194,Anwar,Spinelli,Senior Staff,1993-09-01,2001-08-24
26194,Anwar,Spinelli,Staff,1987-09-02,1993-09-01
26197,Lein,Oppitz,Senior Staff,2002-04-17,9999-01-01
26197,Lein,Oppitz,Staff,1994-04-17,2002-04-17
26202,Akeno,Ginneken,Engineer,1993-09-25,1999-07-29
26205,Jingling,Redmiles,Staff,1998-03-02,1999-07-28
26208,Clyde,Wallrath,Staff,1998-05-16,9999-01-01
26221,Ashish,Straney,Senior Staff,1993-07-30,9999-01-01
26221,Ashish,Straney,Staff,1988-07-30,1993-07-30
26226,Kenton,Alpin,Staff,1996-01-05,9999-01-01
26231,Rimon,Marciano,Senior Engineer,1993-07-26,9999-01-01
26232,Rosli,Slutz,Engineer,1994-04-01,1999-04-01
26232,Rosli,Slutz,Senior Engineer,1999-04-01,9999-01-01
26235,Jianhui,Gunderson,Senior Staff,1994-09-04,9999-01-01
26236,Baruch,Hasham,Engineer,1993-11-29,9999-01-01
26237,Ewing,Angot,Engineer,1993-08-18,2000-08-18
26237,Ewing,Angot,Senior Engineer,2000-08-18,9999-01-01
26248,Takanari,Junet,Technique Leader,1996-05-12,9999-01-01
26252,Haldun,Flowers,Senior Staff,1992-08-17,9999-01-01
26252,Haldun,Flowers,Staff,1987-08-18,1992-08-17
26253,Gopalakrishnan,Alblas,Staff,1995-04-26,9999-01-01
26254,Yuichiro,Rousseau,Engineer,1991-12-23,1998-12-23
26254,Yuichiro,Rousseau,Senior Engineer,1998-12-23,9999-01-01
26256,Faiza,Michaels,Senior Staff,1991-03-20,9999-01-01
26256,Faiza,Michaels,Staff,1986-03-20,1991-03-20
26257,Muneo,Strehl,Senior Engineer,1992-07-26,9999-01-01
26259,Ortrun,Vidya,Engineer,1990-10-03,1991-02-12
26261,Randy,Luks,Assistant Engineer,1987-05-20,1994-04-24
26264,Sachio,Speckmann,Senior Staff,1990-12-28,9999-01-01
26268,Jeong,Halevi,Engineer,1993-06-19,1998-03-18
26271,Yonghoan,Crabtree,Senior Staff,1999-06-09,9999-01-01
26271,Yonghoan,Crabtree,Staff,1993-06-09,1999-06-09
26272,Zorica,Marakhovsky,Engineer,1990-07-02,1998-07-02
26272,Zorica,Marakhovsky,Senior Engineer,1998-07-02,9999-01-01
26276,Sigeru,Narlikar,Senior Staff,1994-03-10,9999-01-01
26276,Sigeru,Narlikar,Staff,1989-03-10,1994-03-10
26277,Rasikan,Fetvedt,Assistant Engineer,1986-04-07,1995-04-07
26277,Rasikan,Fetvedt,Engineer,1995-04-07,1999-06-14
26279,Moty,Tyugu,Technique Leader,1995-02-03,9999-01-01
26283,Abdulla,Feldmann,Engineer,1988-12-05,1993-12-04
26283,Abdulla,Feldmann,Senior Engineer,1993-12-04,9999-01-01
26284,Paraskevi,Begiun,Engineer,1996-07-30,9999-01-01
26285,Divine,Lupu,Engineer,1986-12-24,1992-12-23
26285,Divine,Lupu,Senior Engineer,1992-12-23,9999-01-01
26286,Sajjan,Luders,Engineer,1992-08-20,1994-05-31
26289,Baoqiu,Michaels,Engineer,1987-04-24,1993-04-23
26289,Baoqiu,Michaels,Senior Engineer,1993-04-23,9999-01-01
26300,Marin,Gomatam,Engineer,1991-02-06,1998-02-06
26300,Marin,Gomatam,Senior Engineer,1998-02-06,9999-01-01
26303,Vidar,Paludetto,Senior Staff,1988-02-18,1989-05-02
26306,Aloys,Motley,Staff,1998-05-22,2001-08-04
26313,Guoxiang,Perri,Senior Engineer,1999-10-01,9999-01-01
26315,Adil,Schnabel,Senior Staff,1987-02-01,9999-01-01
26317,Valdiodio,Weedman,Senior Staff,1991-07-14,9999-01-01
26317,Valdiodio,Weedman,Staff,1985-07-14,1991-07-14
26321,Elgin,Busillo,Engineer,1996-12-20,9999-01-01
26333,Heather,Conta,Engineer,1996-02-12,9999-01-01
26338,Godehard,Cangellaris,Staff,1996-04-21,9999-01-01
26340,Pradeep,Bahl,Senior Engineer,1998-03-30,9999-01-01
26344,Duke,Sabnani,Senior Staff,1993-02-12,9999-01-01
26344,Duke,Sabnani,Staff,1988-02-13,1993-02-12
26353,Avishai,Alameldin,Engineer,1999-01-07,9999-01-01
26356,Marin,Gubsky,Engineer,1985-06-18,1987-05-04
26359,Jagoda,Covnot,Senior Engineer,1988-03-24,9999-01-01
26360,Rimon,Akiyama,Engineer,1989-11-30,1993-02-13
26362,Aiichiro,Prampolini,Technique Leader,1985-12-24,1993-03-05
26367,JoAnne,Matzen,Senior Staff,1997-03-30,2000-12-22
26367,JoAnne,Matzen,Staff,1988-03-30,1997-03-30
26369,Kiyotoshi,Sewelson,Engineer,1989-07-10,1998-07-10
26369,Kiyotoshi,Sewelson,Senior Engineer,1998-07-10,9999-01-01
26373,Brewster,Bottner,Assistant Engineer,1991-05-30,1998-05-30
26373,Brewster,Bottner,Engineer,1998-05-30,9999-01-01
26378,Huiqun,Streng,Senior Engineer,1988-12-09,9999-01-01
26379,Falguni,Hutton,Senior Engineer,1987-11-03,9999-01-01
26384,Macha,Picci,Senior Staff,1994-09-05,9999-01-01
26384,Macha,Picci,Staff,1986-09-05,1994-09-05
26385,Brigham,Peral,Engineer,1986-07-06,1992-07-05
26385,Brigham,Peral,Senior Engineer,1992-07-05,9999-01-01
26391,Baoqiu,Kermarrec,Senior Staff,1993-04-25,9999-01-01
26391,Baoqiu,Kermarrec,Staff,1985-04-25,1993-04-25
26392,Bingning,Sinitsyn,Staff,1994-12-23,1997-05-26
26396,Jinxi,Bresenham,Engineer,1997-10-03,9999-01-01
26398,Fay,Flowers,Senior Staff,1995-05-28,9999-01-01
26402,Nathan,Pietracaprina,Engineer,1991-04-25,1996-04-24
26402,Nathan,Pietracaprina,Senior Engineer,1996-04-24,9999-01-01
26408,Luisa,Khasidashvili,Senior Staff,1998-06-18,9999-01-01
26408,Luisa,Khasidashvili,Staff,1989-06-18,1998-06-18
26413,Marsal,Perng,Senior Staff,1995-05-17,2001-08-28
26414,Christoph,Thummel,Senior Staff,1998-12-02,9999-01-01
26414,Christoph,Thummel,Staff,1991-12-02,1998-12-02
26420,Sariel,Bruckman,Engineer,1991-04-19,1997-04-18
26420,Sariel,Bruckman,Senior Engineer,1997-04-18,9999-01-01
26425,Bojan,Back,Technique Leader,1991-10-07,9999-01-01
26428,Foong,Delgrossi,Engineer,1995-05-27,9999-01-01
26429,Dipayan,Brizzi,Engineer,1987-10-19,1995-10-19
26429,Dipayan,Brizzi,Senior Engineer,1995-10-19,9999-01-01
26432,Honesty,Krichel,Staff,1997-10-10,9999-01-01
26441,Tesuya,Halloran,Senior Engineer,1986-07-18,9999-01-01
26442,Mingsen,Cromarty,Engineer,1986-08-03,1993-08-03
26442,Mingsen,Cromarty,Senior Engineer,1993-08-03,1994-08-18
26443,Tokuyasu,Vilarrasa,Senior Staff,1999-05-28,9999-01-01
26443,Tokuyasu,Vilarrasa,Staff,1991-05-28,1999-05-28
26444,Yoshimitsu,Heuter,Engineer,1997-10-17,9999-01-01
26445,Qunsheng,Hiraishi,Engineer,1994-11-20,9999-01-01
26446,Somnath,Kitsuregawa,Senior Staff,1997-10-28,9999-01-01
26446,Somnath,Kitsuregawa,Staff,1991-10-29,1997-10-28
26447,Zhiguo,Oskamp,Senior Engineer,1989-03-09,9999-01-01
26455,Gaetan,Luga,Senior Staff,1999-03-31,9999-01-01
26455,Gaetan,Luga,Staff,1992-03-30,1999-03-31
26460,Shih,Camurati,Engineer,1994-11-21,1998-12-26
26462,Zijian,Viele,Technique Leader,1996-02-10,9999-01-01
26463,Vugranam,Coorg,Senior Staff,1999-08-25,9999-01-01
26463,Vugranam,Coorg,Staff,1991-08-25,1999-08-25
26470,Toshimi,Danley,Engineer,1988-07-13,1996-07-13
26470,Toshimi,Danley,Senior Engineer,1996-07-13,9999-01-01
26474,Angel,Peng,Engineer,1987-08-24,1992-08-23
26474,Angel,Peng,Senior Engineer,1992-08-23,9999-01-01
26483,Shunichi,Manders,Technique Leader,1997-10-28,9999-01-01
26486,Taegyun,Simkin,Engineer,1988-05-20,1996-05-20
26486,Taegyun,Simkin,Senior Engineer,1996-05-20,9999-01-01
26488,Zdislav,Perly,Senior Staff,1998-05-06,9999-01-01
26488,Zdislav,Perly,Staff,1993-05-06,1998-05-06
26491,Rimon,Osgood,Staff,1994-11-21,9999-01-01
